Variable,Skewness,Kurtosis,Normality (p>0.05)
bonding_sc_idx,-0.03367762963878769,-0.5321619835283928,False
bridging_sc_idx,0.366902886738096,-0.19629450389436354,False
ses_idx,1.7237926660574074,3.8713145123886603,False
hukou_num,-0.8949440088520733,-1.1996460281071895,False
expect_univ_bin,-0.46451554015918206,-1.7850745640818884,False
