ids,clsids,expect_college,expect_edu_raw,linking_idx,teacher_praise,teacher_talk,bonding_idx,ses_self,hukou_type,cog_score
128,5,1.0,8.0,-0.0491471642779142,2.3333333333333335,,0.28736896291174746,1974.0,1.0,24
129,5,1.0,9.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,1.0,25
131,5,1.0,8.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,0.0,1.0,25
132,5,1.0,8.0,-2.028602803712812,1.3333333333333333,0.0,-1.2118287797978933,1968.0,1.0,25
133,5,1.0,7.0,0.5798877596146376,1.6666666666666667,1.0,-1.7115613607011066,1971.0,0.0,21
134,5,1.0,7.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,1971.0,1.0,21
135,5,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,1975.0,1.0,25
137,5,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1971.0,0.0,33
138,5,1.0,7.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1624.735294117647,1.0,29
139,5,1.0,8.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1972.0,1.0,20
140,5,1.0,8.0,3.401448467002692,4.0,1.0,-1.7115613607011066,2001.0,1.0,28
142,5,1.0,7.0,2.192208163836383,3.0,1.0,0.7871015438149604,1973.0,0.0,0
143,5,1.0,9.0,1.1960380047306787,4.0,0.0,2.7860318674278144,1972.0,0.0,32
144,5,1.0,7.0,-0.22627244249623524,1.0,1.0,0.28736896291174746,0.0,1.0,23
145,5,1.0,9.0,3.401448467002692,4.0,1.0,2.7860318674278144,1971.0,1.0,26
146,5,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1975.0,0.0,29
147,5,1.0,8.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,1971.0,1.0,28
148,5,1.0,7.0,-0.41628239949106705,2.6666666666666665,0.0,0.28736896291174746,1974.0,0.0,33
149,5,1.0,9.0,3.401448467002692,4.0,1.0,1.286834124718174,1972.0,1.0,32
150,5,1.0,7.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1968.0,1.0,27
154,5,1.0,7.0,1.3860479617255104,2.3333333333333335,1.0,-0.21236361799146622,1974.0,1.0,29
155,5,1.0,8.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1970.0,0.0,20
156,5,1.0,10.0,2.192208163836383,3.0,1.0,-0.21236361799146622,1624.735294117647,0.0,10
157,5,1.0,10.0,2.192208163836383,3.0,1.0,-0.21236361799146622,1624.735294117647,0.0,25
158,5,1.0,8.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,1974.0,1.0,32
159,5,0.0,6.0,1.3860479617255104,2.3333333333333335,1.0,0.28736896291174746,1972.0,1.0,16
160,5,1.0,8.0,1.7891280627809465,2.6666666666666665,1.0,-0.21236361799146622,1.0,0.0,29
161,5,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1967.0,1.0,21
162,6,0.0,1.0,-0.22627244249623524,1.0,1.0,-0.21236361799146622,1972.0,0.0,35
163,6,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1969.0,0.0,35
164,6,1.0,10.0,2.192208163836383,3.0,1.0,0.28736896291174746,1.0,1.0,31
165,6,1.0,7.0,-0.4522272653333507,2.0,,-0.21236361799146622,1970.0,1.0,25
166,6,1.0,9.0,0.9829678606700738,2.0,1.0,0.28736896291174746,1.0,1.0,28
167,6,1.0,9.0,-0.8193625005465031,2.3333333333333335,0.0,-0.21236361799146622,1972.0,0.0,24
168,6,1.0,7.0,-0.013202298435630477,3.0,0.0,-0.21236361799146622,1968.0,1.0,33
169,6,1.0,7.0,1.7891280627809465,2.6666666666666665,1.0,0.28736896291174746,1966.0,1.0,21
170,6,1.0,9.0,0.7929579036752421,3.6666666666666665,0.0,0.7871015438149604,1964.0,0.0,32
171,6,1.0,9.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,1970.0,1.0,32
172,6,1.0,9.0,-0.013202298435630477,3.0,0.0,-0.21236361799146622,1968.0,1.0,31
173,6,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1973.0,1.0,33
174,6,1.0,7.0,2.192208163836383,3.0,1.0,0.28736896291174746,1973.0,1.0,30
175,6,1.0,9.0,0.5798877596146376,1.6666666666666667,1.0,0.28736896291174746,1967.0,1.0,26
176,6,1.0,10.0,0.389877802619806,3.3333333333333335,0.0,0.28736896291174746,1.0,1.0,34
177,6,1.0,9.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,1971.0,1.0,30
178,6,0.0,6.0,3.401448467002692,4.0,1.0,1.286834124718174,1971.0,1.0,30
179,6,0.0,6.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1.0,1.0,32
180,6,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1962.0,0.0,34
181,6,1.0,8.0,2.5952882648918196,3.3333333333333335,1.0,0.28736896291174746,0.0,0.0,33
182,6,0.0,5.0,-0.22627244249623524,1.0,1.0,-0.7120961988946796,0.0,1.0,31
183,6,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1971.0,0.0,31
184,6,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,1969.0,1.0,31
185,6,1.0,7.0,-0.41628239949106705,2.6666666666666665,0.0,-0.7120961988946796,1428.25,1.0,32
186,6,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1974.0,1.0,32
187,6,1.0,8.0,0.9829678606700738,2.0,1.0,1.286834124718174,1962.0,0.0,31
188,6,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1975.0,1.0,27
189,6,1.0,9.0,-0.013202298435630477,3.0,0.0,-0.7120961988946796,1428.25,1.0,29
190,6,1.0,9.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,1976.0,1.0,34
191,6,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,1.286834124718174,0.0,0.0,31
192,6,1.0,9.0,-0.41628239949106705,2.6666666666666665,0.0,-1.2118287797978933,0.0,1.0,31
193,6,1.0,7.0,2.192208163836383,3.0,1.0,0.28736896291174746,1972.0,1.0,33
194,6,1.0,7.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,0.0,1.0,33
195,6,1.0,7.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,1970.0,1.0,32
196,6,1.0,7.0,1.7891280627809465,2.6666666666666665,1.0,-0.7120961988946796,1974.0,1.0,27
197,6,1.0,9.0,-0.22627244249623524,1.0,1.0,1.286834124718174,1967.0,0.0,30
198,6,1.0,10.0,0.9829678606700738,2.0,1.0,-1.7115613607011066,1972.0,0.0,30
199,6,1.0,7.0,-0.013202298435630477,3.0,0.0,-0.21236361799146622,0.0,1.0,33
200,6,1.0,8.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,0.0,1.0,31
201,6,1.0,8.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1963.0,1.0,29
203,6,1.0,9.0,1.1960380047306787,4.0,0.0,2.7860318674278144,1428.25,0.0,26
204,6,1.0,8.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,1973.0,0.0,21
205,6,1.0,7.0,-0.013202298435630477,3.0,0.0,1.286834124718174,1972.0,1.0,18
280,9,0.0,5.0,1.3860479617255104,2.3333333333333335,1.0,-0.21236361799146622,1974.0,0.0,14
281,9,1.0,7.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,0.0,1.0,25
282,9,1.0,10.0,2.192208163836383,3.0,1.0,0.28736896291174746,1977.0,0.0,22
283,9,1.0,7.0,-1.2224426016019396,2.0,0.0,1.286834124718174,1.0,1.0,0
285,9,0.0,5.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1.0,1.0,24
286,9,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1.0,0.0,17
287,9,0.0,2.0,2.192208163836383,3.0,1.0,1.286834124718174,2.0,1.0,26
288,9,1.0,9.0,1.3860479617255104,2.3333333333333335,1.0,0.28736896291174746,1.0,0.0,20
290,9,1.0,7.0,0.9829678606700738,2.0,1.0,0.28736896291174746,0.0,1.0,29
291,9,0.0,6.0,0.1768076585592011,1.3333333333333333,1.0,-1.2118287797978933,0.0,1.0,31
292,9,0.0,3.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,0.0,0.0,18
294,9,1.0,7.0,-0.013202298435630477,3.0,0.0,1.286834124718174,0.0,1.0,0
295,9,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1972.0,1.0,0
296,9,1.0,7.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,0.0,1.0,26
297,9,0.0,4.0,-0.013202298435630477,3.0,0.0,-0.21236361799146622,0.0,1.0,21
298,9,0.0,4.0,-0.013202298435630477,3.0,0.0,1.7865667056213879,1.0,1.0,28
299,9,0.0,6.0,2.192208163836383,3.0,1.0,0.7871015438149604,0.0,1.0,26
300,9,1.0,8.0,3.401448467002692,4.0,1.0,0.7871015438149604,0.0,1.0,29
301,9,1.0,7.0,-0.013202298435630477,3.0,0.0,1.286834124718174,1965.0,0.0,0
303,10,1.0,7.0,-0.41628239949106705,2.6666666666666665,0.0,0.28736896291174746,0.0,0.0,23
305,10,0.0,3.0,0.3539329367775218,2.6666666666666665,,1.7865667056213879,0.0,0.0,13
309,10,1.0,9.0,-0.013202298435630477,3.0,0.0,1.7865667056213879,1976.0,0.0,28
311,10,1.0,7.0,0.389877802619806,3.3333333333333335,0.0,2.286299286524601,0.0,0.0,17
312,10,0.0,3.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,0.0,22
313,10,1.0,7.0,1.1960380047306787,4.0,0.0,0.7871015438149604,0.0,0.0,23
315,10,0.0,6.0,1.3860479617255104,2.3333333333333335,1.0,-0.7120961988946796,1.0,1.0,27
316,10,0.0,6.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,1.0,0.0,17
317,10,1.0,10.0,0.5798877596146376,1.6666666666666667,1.0,-1.7115613607011066,1.0,1.0,20
319,10,0.0,5.0,3.401448467002692,4.0,1.0,0.7871015438149604,1975.0,0.0,27
320,10,1.0,9.0,1.7891280627809465,2.6666666666666665,1.0,1.7865667056213879,1972.0,1.0,21
321,10,1.0,7.0,2.192208163836383,3.0,1.0,0.7871015438149604,1.0,0.0,17
323,10,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1.0,0.0,31
324,10,0.0,6.0,2.7968283154195372,3.5,1.0,0.28736896291174746,2.0,1.0,28
360,13,1.0,7.0,1.3860479617255104,2.3333333333333335,1.0,0.7871015438149604,1281.85,1.0,27
361,13,1.0,8.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1974.0,0.0,26
362,13,0.0,5.0,2.5952882648918196,3.3333333333333335,1.0,-0.21236361799146622,1.0,0.0,22
363,13,1.0,7.0,3.401448467002692,4.0,1.0,0.28736896291174746,1972.0,0.0,27
366,13,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,1971.0,0.0,25
368,13,0.0,6.0,-0.013202298435630477,3.0,0.0,-0.21236361799146622,1975.0,1.0,24
369,13,0.0,6.0,1.7891280627809465,2.6666666666666665,1.0,0.28736896291174746,0.0,0.0,20
370,13,1.0,9.0,-0.013202298435630477,3.0,0.0,1.286834124718174,1971.0,1.0,30
371,13,1.0,7.0,1.3860479617255104,2.3333333333333335,1.0,0.28736896291174746,1969.0,0.0,21
373,13,0.0,6.0,0.7570130378329584,3.0,,1.286834124718174,0.0,1.0,30
375,13,1.0,8.0,1.1960380047306787,4.0,0.0,0.28736896291174746,0.0,0.0,29
376,13,1.0,8.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,0.0,0.0,33
377,13,0.0,4.0,1.1960380047306787,4.0,0.0,1.286834124718174,1281.85,0.0,27
378,13,1.0,9.0,1.3860479617255104,2.3333333333333335,1.0,-0.21236361799146622,1966.0,0.0,27
382,13,1.0,10.0,-0.22627244249623524,1.0,1.0,-0.21236361799146622,1972.0,1.0,19
383,13,1.0,8.0,-0.013202298435630477,3.0,0.0,-0.7120961988946796,1977.0,0.0,25
384,13,1.0,7.0,1.1960380047306787,4.0,0.0,1.286834124718174,1281.85,0.0,17
385,13,0.0,4.0,1.1960380047306787,4.0,0.0,1.7865667056213879,1973.0,1.0,22
387,13,0.0,4.0,1.1960380047306787,4.0,0.0,1.7865667056213879,1972.0,0.0,20
388,13,1.0,7.0,3.401448467002692,4.0,1.0,0.7871015438149604,0.0,0.0,22
389,13,0.0,6.0,1.1960380047306787,4.0,0.0,0.28736896291174746,1977.0,0.0,31
390,13,0.0,3.0,3.401448467002692,4.0,1.0,-1.7115613607011066,1281.85,0.0,23
391,13,0.0,5.0,2.5952882648918196,3.3333333333333335,1.0,-0.7120961988946796,1967.0,0.0,27
392,13,1.0,7.0,1.1960380047306787,4.0,0.0,2.7860318674278144,0.0,0.0,28
394,14,1.0,9.0,1.1960380047306787,4.0,0.0,1.7865667056213879,1965.0,0.0,24
395,14,0.0,6.0,1.7891280627809465,2.6666666666666665,1.0,-0.7120961988946796,0.0,0.0,29
396,14,0.0,3.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,1965.0,1.0,19
397,14,0.0,6.0,2.192208163836383,3.0,1.0,0.7871015438149604,1.0,0.0,26
398,14,0.0,3.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1976.0,0.0,27
399,14,1.0,7.0,1.1960380047306787,4.0,0.0,2.286299286524601,1957.0,0.0,21
400,14,1.0,8.0,2.192208163836383,3.0,1.0,0.28736896291174746,986.8846153846154,0.0,31
401,14,1.0,7.0,-0.8193625005465031,2.3333333333333335,0.0,0.28736896291174746,1973.0,1.0,24
402,14,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,0.0,0.0,30
404,14,1.0,7.0,1.1960380047306787,4.0,0.0,1.286834124718174,1969.0,1.0,24
405,14,1.0,7.0,2.192208163836383,3.0,1.0,-0.21236361799146622,1.0,1.0,28
408,14,1.0,8.0,-0.013202298435630477,3.0,0.0,1.286834124718174,0.0,0.0,26
409,14,0.0,6.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,1973.0,0.0,17
411,14,1.0,7.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1.0,0.0,30
412,14,1.0,9.0,3.401448467002692,4.0,1.0,1.286834124718174,0.0,1.0,21
413,14,1.0,9.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,0.0,0.0,0
414,14,1.0,7.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,2.0,0.0,30
415,14,1.0,8.0,1.1960380047306787,4.0,0.0,2.7860318674278144,2001.0,0.0,16
416,14,0.0,6.0,2.192208163836383,3.0,1.0,0.28736896291174746,1.0,1.0,16
417,14,1.0,7.0,1.1960380047306787,4.0,0.0,0.28736896291174746,1970.0,0.0,28
419,14,1.0,7.0,2.5952882648918196,3.3333333333333335,1.0,-0.21236361799146622,0.0,0.0,28
421,14,1.0,7.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,1972.0,0.0,26
422,14,1.0,7.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,1970.0,1.0,35
423,14,1.0,9.0,1.3860479617255104,2.3333333333333335,1.0,-0.21236361799146622,986.8846153846154,0.0,25
424,14,1.0,8.0,-0.41628239949106705,2.6666666666666665,0.0,0.28736896291174746,986.8846153846154,0.0,21
425,14,0.0,6.0,-0.8193625005465031,2.3333333333333335,0.0,-0.21236361799146622,1961.0,0.0,22
426,14,0.0,5.0,1.7891280627809465,2.6666666666666665,1.0,1.286834124718174,1.0,1.0,14
427,14,1.0,8.0,-0.41628239949106705,2.6666666666666665,0.0,0.7871015438149604,0.0,1.0,28
428,14,1.0,9.0,0.389877802619806,3.3333333333333335,0.0,-1.2118287797978933,2000.0,0.0,25
454,17,1.0,7.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,1977.0,1.0,23
455,17,1.0,8.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,0.0,1.0,30
456,17,0.0,5.0,0.9829678606700738,2.0,1.0,1.286834124718174,1976.0,1.0,14
457,17,1.0,7.0,-0.8193625005465031,2.3333333333333335,0.0,-1.7115613607011066,2.0,1.0,24
458,17,0.0,6.0,2.192208163836383,3.0,1.0,-0.21236361799146622,1974.0,1.0,16
459,17,1.0,9.0,-0.22627244249623524,1.0,1.0,-1.7115613607011066,0.0,1.0,9
460,17,0.0,5.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,0.0,1.0,14
461,17,0.0,5.0,-0.013202298435630477,3.0,0.0,-0.7120961988946796,0.0,1.0,17
462,17,1.0,10.0,-0.013202298435630477,3.0,0.0,2.7860318674278144,1964.0,0.0,12
463,17,0.0,3.0,-1.625522702657376,1.6666666666666667,0.0,-0.7120961988946796,1.0,1.0,23
464,17,1.0,7.0,2.192208163836383,3.0,1.0,-1.2118287797978933,1972.0,1.0,28
465,17,1.0,7.0,2.192208163836383,3.0,1.0,-0.21236361799146622,0.0,1.0,27
466,17,1.0,8.0,-0.22627244249623524,1.0,1.0,-0.21236361799146622,0.0,1.0,25
467,17,1.0,9.0,-0.013202298435630477,3.0,0.0,-1.2118287797978933,1.0,1.0,20
468,17,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,-1.2118287797978933,1977.0,1.0,16
469,17,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,1.0,22
470,17,1.0,7.0,-0.22627244249623524,1.0,1.0,-1.7115613607011066,1.0,1.0,29
471,17,1.0,9.0,1.7891280627809465,2.6666666666666665,1.0,-0.21236361799146622,1.0,1.0,20
472,17,0.0,6.0,2.9983683659472558,3.6666666666666665,1.0,1.286834124718174,0.0,1.0,20
473,17,1.0,8.0,0.9829678606700738,2.0,1.0,-0.21236361799146622,0.0,1.0,26
474,17,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,-0.7120961988946796,1971.0,1.0,22
475,17,0.0,4.0,2.192208163836383,3.0,1.0,0.28736896291174746,0.0,1.0,11
476,17,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,0.0,21
477,17,1.0,7.0,0.1768076585592011,1.3333333333333333,1.0,-0.21236361799146622,0.0,1.0,30
478,17,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,0.0,1.0,25
479,17,1.0,9.0,0.5798877596146376,1.6666666666666667,1.0,-1.7115613607011066,1973.0,1.0,19
480,17,0.0,6.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,0.0,1.0,21
481,17,0.0,1.0,-2.4316829047682487,1.0,0.0,-1.2118287797978933,1.0,1.0,10
482,17,0.0,5.0,2.192208163836383,3.0,1.0,1.286834124718174,1974.0,1.0,0
483,17,1.0,9.0,3.401448467002692,4.0,1.0,1.286834124718174,1966.0,0.0,28
484,17,1.0,10.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1977.0,1.0,27
485,17,0.0,6.0,-1.2224426016019396,2.0,0.0,0.28736896291174746,1.0,1.0,17
486,17,1.0,7.0,-0.013202298435630477,3.0,0.0,0.28736896291174746,1.0,0.0,27
487,17,0.0,2.0,-0.013202298435630477,3.0,0.0,0.7871015438149604,1972.0,0.0,12
490,18,1.0,7.0,0.389877802619806,3.3333333333333335,0.0,1.286834124718174,1977.0,1.0,12
491,18,1.0,7.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,608.0769230769231,1.0,12
493,18,0.0,2.0,-2.4316829047682487,1.0,0.0,-0.21236361799146622,1979.0,0.0,19
494,18,0.0,5.0,-2.4316829047682487,1.0,0.0,-0.21236361799146622,0.0,0.0,22
495,18,1.0,7.0,0.5798877596146376,1.6666666666666667,1.0,-1.7115613607011066,1.0,1.0,20
496,18,1.0,8.0,0.5798877596146376,1.6666666666666667,1.0,-0.21236361799146622,1973.0,1.0,28
498,18,0.0,6.0,-1.625522702657376,1.6666666666666667,0.0,-0.21236361799146622,608.0769230769231,1.0,26
499,18,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.21236361799146622,1.0,0.0,27
500,18,1.0,9.0,-0.22627244249623524,1.0,1.0,-0.7120961988946796,0.0,0.0,17
501,18,0.0,6.0,-0.22627244249623524,1.0,1.0,-1.2118287797978933,1976.0,0.0,17
503,18,1.0,7.0,-0.22627244249623524,1.0,1.0,-0.21236361799146622,1.0,0.0,17
504,18,1.0,7.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,608.0769230769231,1.0,23
505,18,0.0,6.0,1.1960380047306787,4.0,0.0,2.7860318674278144,1.0,1.0,8
506,18,0.0,3.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1.0,1.0,22
507,18,0.0,6.0,-0.41628239949106705,2.6666666666666665,0.0,-0.21236361799146622,1.0,1.0,27
508,18,1.0,7.0,0.1768076585592011,1.3333333333333333,1.0,-1.7115613607011066,1.0,1.0,15
509,18,1.0,7.0,1.1960380047306787,4.0,0.0,1.286834124718174,0.0,1.0,14
511,18,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,0.0,0.0,21
512,18,0.0,6.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1976.0,1.0,13
