ids,clsids,expect_college,expect_edu_raw,linking_idx,teacher_praise,teacher_talk,bonding_idx,hukou_type,cog_score,ses_self,ses_pca,ses_pca_group,parent_edu_max,family_econ,home_books,has_desk,has_computer
1066,33,1.0,8.0,-1.2224426016019396,2.0,0.0,1.786566705621388,1.0,35,0.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1067,33,1.0,7.0,1.196038004730679,4.0,0.0,1.286834124718174,0.0,21,1.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1068,33,1.0,8.0,-0.2262724424962352,1.0,1.0,-0.2123636179914662,1.0,31,1976.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1069,33,1.0,8.0,3.401448467002692,4.0,1.0,0.7871015438149604,1.0,29,0.0,-0.04284696771660945,0,2.0,3.0,3.0,1.0,0.0
1070,33,1.0,7.0,-0.416282399491067,2.6666666666666665,0.0,-1.7115613607011066,1.0,25,0.0,-0.16803848698264842,0,7.0,3.0,3.0,0.0,0.07272727272727272
1071,33,1.0,8.0,1.196038004730679,4.0,0.0,0.2873689629117474,1.0,26,1972.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1072,33,1.0,7.0,3.401448467002692,4.0,1.0,2.7860318674278144,0.0,26,1970.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1073,33,1.0,9.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,23,1.0,2.2168765753902613,1,7.0,4.0,4.0,1.0,0.0
1074,33,1.0,7.0,1.196038004730679,4.0,0.0,-0.7120961988946796,0.0,32,1973.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1075,33,1.0,9.0,0.9829678606700738,2.0,1.0,0.7871015438149604,0.0,28,1974.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1077,33,1.0,8.0,0.389877802619806,3.333333333333333,0.0,0.7871015438149604,1.0,25,1.0,2.8846263436889834,1,8.0,4.0,5.0,1.0,0.0
1078,33,1.0,9.0,-0.416282399491067,2.6666666666666665,0.0,-0.7120961988946796,1.0,30,1.0,2.65732975131329,1,7.0,4.0,5.0,1.0,0.0
1079,33,0.0,5.0,-1.625522702657376,1.6666666666666667,0.0,-0.2123636179914662,0.0,23,0.0,2.430033158937597,1,6.0,4.0,5.0,1.0,0.0
1080,33,1.0,9.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,30,1972.0,2.8846263436889834,1,8.0,4.0,5.0,1.0,0.0
1081,33,1.0,9.0,2.59528826489182,3.333333333333333,1.0,-0.2123636179914662,1.0,29,1973.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1082,33,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,25,1971.0,1.548229178913242,1,9.0,3.0,3.0,1.0,0.0
1083,33,1.0,8.0,0.389877802619806,3.333333333333333,0.0,0.2873689629117474,0.0,27,1974.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1084,33,1.0,8.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,14,0.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1085,33,1.0,7.0,1.196038004730679,4.0,0.0,0.2873689629117474,1.0,33,1978.0,0.63904280941047,1,5.0,3.0,3.0,1.0,0.0
1086,33,1.0,9.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,34,0.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1087,33,0.0,6.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,0.0,19,1973.0,1.320932586537549,1,8.0,3.0,3.0,1.0,0.0
1088,33,1.0,9.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,1.0,25,1968.0,0.6531828182388272,1,7.0,3.0,2.0,1.0,0.0
1089,33,1.0,9.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,33,0.0,1.2926525688808348,1,4.0,3.0,5.0,1.0,0.0
1090,33,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,26,0.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1091,33,1.0,9.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,25,1972.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1092,33,1.0,7.0,2.192208163836383,3.0,1.0,1.786566705621388,0.0,23,1975.0,1.776423399467232,1,7.0,4.0,3.0,1.0,0.0
1093,33,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,19,1974.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1094,33,1.0,7.0,1.196038004730679,4.0,0.0,2.7860318674278144,0.0,22,0.0,1.5632668159198961,1,8.0,4.0,2.0,1.0,0.0
1095,33,0.0,6.0,-1.625522702657376,1.6666666666666667,0.0,-1.2118287797978933,1.0,13,1.0,-1.0781224846637174,0,6.0,2.0,3.0,0.0,0.07272727272727272
1096,33,1.0,10.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,30,0.0,-1.1811251859516683,0,3.0,1.0,3.0,1.0,0.0
1097,33,1.0,8.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,0.0,0,1971.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1099,33,1.0,8.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,22,1974.0,1.7463481254539241,1,9.0,2.0,5.0,1.0,0.0
1100,33,1.0,7.0,-2.4316829047682487,1.0,0.0,-0.7120961988946796,1.0,31,0.0,1.1086736311685101,1,6.0,4.0,2.0,1.0,0.0
1101,33,1.0,7.0,2.192208163836383,3.0,1.0,0.7871015438149604,1.0,24,1970.0,0.6040542366507028,1,8.0,3.0,4.0,1.0,1.0
1102,33,1.0,7.0,0.9829678606700738,2.0,1.0,0.2873689629117474,1.0,31,1975.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1103,33,1.0,9.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,27,0.0,1.549126807091539,1,6.0,4.0,3.0,1.0,0.0
1104,33,1.0,7.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,24,1973.0,1.776423399467232,1,7.0,4.0,3.0,1.0,0.0
1105,33,1.0,7.0,0.1768076585592011,1.3333333333333333,1.0,-1.2118287797978933,1.0,23,1976.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1106,33,1.0,8.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,1.0,31,1967.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1107,33,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,26,1967.0,1.4287411242173451,1,8.0,3.1578947368421053,3.0,1.0,0.0
1108,33,1.0,8.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,1.0,30,1967.0,0.8804794106145203,1,8.0,3.0,2.0,1.0,0.0
1109,33,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,32,1974.0,-0.07783554047637656,0,5.0,3.0,4.0,1.0,1.0
1110,33,1.0,7.0,1.3860479617255104,2.333333333333333,1.0,-0.2123636179914662,1.0,21,1.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
1111,33,1.0,9.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,32,1970.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1112,33,1.0,7.0,-0.2262724424962352,1.0,1.0,-0.2123636179914662,1.0,15,0.0,3.112820564242973,1,6.0,5.0,5.0,1.0,0.0
1113,33,1.0,7.0,2.192208163836383,3.0,1.0,-0.2123636179914662,0.0,30,1975.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1114,33,1.0,10.0,-0.2262724424962352,1.0,1.0,-0.7120961988946796,1.0,26,0.0,0.6531828182388272,1,7.0,3.0,2.0,1.0,0.0
1115,34,1.0,9.0,3.401448467002692,4.0,1.0,1.286834124718174,0.0,30,1972.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1116,34,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,0.0,26,1976.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1117,34,1.0,9.0,1.196038004730679,4.0,0.0,0.2873689629117474,0.0,30,1972.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1118,34,1.0,7.0,-0.0132022984356304,3.0,0.0,-0.7120961988946796,1.0,27,0.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1119,34,1.0,7.0,1.3860479617255104,2.333333333333333,1.0,1.286834124718174,0.0,21,1975.0,-0.06369553164801936,0,7.0,3.0,3.0,1.0,1.0
1120,34,1.0,7.0,1.3860479617255104,2.333333333333333,1.0,0.2873689629117474,1.0,25,1973.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1121,34,1.0,8.0,2.998368365947256,3.6666666666666665,1.0,2.7860318674278144,1.0,33,1974.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1122,34,1.0,7.0,1.196038004730679,4.0,0.0,1.786566705621388,1.0,26,1976.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1123,34,0.0,6.0,-0.8193625005465031,2.333333333333333,0.0,0.7871015438149604,1.0,25,2.0,0.39269290945996016,1,3.0,5.0,3.0,1.0,1.0
1124,34,1.0,8.0,2.192208163836383,3.0,1.0,0.2873689629117474,0.0,30,1975.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1125,34,1.0,7.0,2.192208163836383,3.0,1.0,-1.7115613607011066,1.0,28,1971.0,1.0794959853334989,1,5.0,3.0,4.0,1.0,0.0
1126,34,1.0,7.0,-0.0132022984356304,3.0,0.0,-0.7120961988946796,1.0,28,1973.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1127,34,1.0,7.0,-0.0132022984356304,3.0,0.0,-0.2123636179914662,0.0,30,1976.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1128,34,1.0,7.0,1.196038004730679,4.0,0.0,2.286299286524601,0.0,28,1974.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1129,34,1.0,9.0,1.3860479617255104,2.333333333333333,1.0,0.7871015438149604,1.0,31,1970.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1130,34,1.0,8.0,2.192208163836383,3.0,1.0,0.7871015438149604,0.0,31,1972.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1131,34,1.0,9.0,-0.416282399491067,2.6666666666666665,0.0,0.2873689629117474,0.0,27,1972.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1132,34,1.0,9.0,2.998368365947256,3.6666666666666665,1.0,1.286834124718174,1.0,32,1972.0,3.3542571654470232,1,9.0,5.0,4.0,1.0,0.0
1133,34,1.0,8.0,0.389877802619806,3.333333333333333,0.0,1.786566705621388,1.0,28,1977.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1134,34,0.0,3.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,29,1.0,-0.48330014363963814,0,2.0,3.0,2.0,1.0,0.0
1135,34,1.0,8.0,-2.4316829047682487,1.0,0.0,-0.7120961988946796,0.0,15,0.0,3.1119229360646763,1,9.0,4.0,5.0,1.0,0.0
1136,34,1.0,9.0,1.196038004730679,4.0,0.0,0.2873689629117474,0.0,32,1976.0,2.0037199918429254,1,8.0,4.0,3.0,1.0,0.0
1137,34,0.0,6.0,1.3860479617255104,2.333333333333333,1.0,0.2873689629117474,0.0,23,1972.0,2.2310165842186183,1,9.0,4.0,3.0,1.0,0.0
1138,34,1.0,8.0,1.3860479617255104,2.333333333333333,1.0,0.2873689629117474,0.0,17,1969.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1139,34,1.0,7.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,0.0,27,1974.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1140,34,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.2873689629117474,0.0,29,1972.0,1.0445074125737315,1,8.0,3.0,5.0,1.0,1.0
1141,34,1.0,9.0,2.192208163836383,3.0,1.0,0.7871015438149604,1.0,29,1974.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1143,34,1.0,7.0,2.192208163836383,3.0,1.0,0.7871015438149604,0.0,29,1976.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1144,34,0.0,6.0,1.196038004730679,4.0,0.0,2.7860318674278144,0.0,21,1972.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1145,34,1.0,7.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,0.0,28,1968.0,-0.5333263534060595,0,6.0,2.0,4.0,1.0,1.0
1146,34,1.0,10.0,0.389877802619806,3.333333333333333,0.0,0.2873689629117474,1.0,32,1667.7413793103449,1.6152665245047755,1,7.357142857142857,3.0,4.0,1.0,0.0
1147,34,1.0,9.0,2.192208163836383,3.0,1.0,0.2873689629117474,0.0,33,1975.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1148,34,1.0,8.0,0.7929579036752421,3.6666666666666665,0.0,1.786566705621388,1.0,29,3.0,-0.04284696771660945,0,2.0,3.0,3.0,1.0,0.0
1149,34,1.0,8.0,1.7891280627809465,2.6666666666666665,1.0,-0.2123636179914662,0.0,30,1974.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1150,34,1.0,8.0,-1.625522702657376,1.6666666666666667,0.0,-1.7115613607011066,0.0,33,2001.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1151,34,1.0,7.0,2.192208163836383,3.0,1.0,-0.7120961988946796,1.0,31,1972.0,1.320932586537549,1,8.0,3.0,3.0,1.0,0.0
1152,34,1.0,7.0,2.192208163836383,3.0,1.0,0.2873689629117474,0.0,23,1972.0,2.65732975131329,1,7.0,4.0,5.0,1.0,0.0
1153,34,1.0,7.0,1.3860479617255104,2.333333333333333,1.0,-0.2123636179914662,1.0,30,0.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1154,34,1.0,9.0,3.401448467002692,4.0,1.0,1.286834124718174,0.0,28,1972.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1155,34,1.0,7.0,2.192208163836383,3.0,1.0,-0.7120961988946796,0.0,32,1972.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1156,34,1.0,7.0,1.7891280627809465,2.6666666666666665,1.0,0.2873689629117474,0.0,19,1971.0,1.989579983014568,1,6.0,4.0,4.0,1.0,0.0
1157,34,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,27,1971.0,2.4441731677659546,1,8.0,4.0,4.0,1.0,0.0
1158,34,1.0,7.0,1.3860479617255104,2.333333333333333,1.0,1.286834124718174,0.0,31,1970.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1159,34,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.2873689629117474,1.0,26,1972.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1160,34,1.0,9.0,3.401448467002692,4.0,1.0,0.2873689629117474,0.0,31,1972.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1161,34,1.0,7.0,0.9829678606700738,2.0,1.0,-1.7115613607011066,0.0,32,0.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1164,34,1.0,7.0,2.192208163836383,3.0,1.0,-0.2123636179914662,0.0,28,1975.0,2.4441731677659546,1,8.0,4.0,4.0,1.0,0.0
1165,34,1.0,7.0,2.998368365947256,3.6666666666666665,1.0,0.2873689629117474,0.0,26,1973.0,1.9886823548362713,1,9.0,3.0,4.0,1.0,0.0
1166,34,1.0,8.0,1.196038004730679,4.0,0.0,0.2873689629117474,0.0,32,0.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1167,34,1.0,9.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,30,1969.0,1.9886823548362713,1,9.0,3.0,4.0,1.0,0.0
1168,34,1.0,8.0,0.9829678606700738,2.0,1.0,0.2873689629117474,1.0,31,1.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1169,34,1.0,9.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1.0,31,2000.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1260,37,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,23,1973.0,0.8521993929578059,1,4.0,3.0,4.0,1.0,0.0
1261,37,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.2873689629117474,1.0,24,1390.6818181818182,1.549126807091539,1,6.0,4.0,3.0,1.0,0.0
1262,37,1.0,7.0,0.9829678606700738,2.0,1.0,0.7871015438149604,1.0,20,1.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
1263,37,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,-0.7120961988946796,1.0,24,0.0,1.3359702235442033,1,7.0,4.0,2.0,1.0,0.0
1264,37,1.0,10.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,20,1978.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1265,37,1.0,9.0,0.9829678606700738,2.0,1.0,0.2873689629117474,1.0,29,1972.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1266,37,1.0,9.0,3.401448467002692,4.0,1.0,2.7860318674278144,1.0,22,1971.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1267,37,1.0,7.0,3.401448467002692,4.0,1.0,0.7871015438149604,1.0,28,1.0,3.3542571654470232,1,9.0,5.0,4.0,1.0,0.0
1269,37,0.0,1.0,-0.2262724424962352,1.0,1.0,-1.7115613607011066,1.0,25,1390.6818181818182,1.4332884678225069,1,6.630434782608695,3.156862745098039,3.823529411764706,0.9607843137254902,0.0
1270,37,1.0,9.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,27,1973.0,2.8846263436889834,1,8.0,4.0,5.0,1.0,0.0
1271,37,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,-1.2118287797978933,1.0,24,0.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1272,37,1.0,9.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,20,2001.0,1.9886823548362713,1,9.0,3.0,4.0,1.0,0.0
1273,37,0.0,1.0,-0.2262724424962352,1.0,1.0,-1.7115613607011066,0.0,26,1390.6818181818182,-1.1952651947800252,0,1.0,1.0,4.0,1.0,0.0
1274,37,1.0,7.0,-1.2224426016019396,2.0,0.0,1.286834124718174,0.0,26,1977.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
1275,37,1.0,8.0,1.3860479617255104,2.333333333333333,1.0,-0.2123636179914662,1.0,34,1977.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1276,37,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,16,1390.6818181818182,2.0037199918429254,1,8.0,4.0,3.0,1.0,0.0
1277,37,1.0,7.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,26,1965.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1278,37,1.0,7.0,-0.0132022984356304,3.0,0.0,1.786566705621388,0.0,20,0.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1279,37,1.0,7.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,0.0,20,0.0,0.881377038792817,1,5.0,4.0,2.0,1.0,0.0
1280,37,1.0,9.0,2.192208163836383,3.0,1.0,-0.7120961988946796,0.0,22,1.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1281,37,1.0,7.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,28,2.0,-0.5526021150489462,0,3.0,3.0,4.0,0.0,0.0
1282,37,1.0,8.0,0.1768076585592011,1.3333333333333333,1.0,-0.7120961988946796,1.0,30,1972.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
1283,37,1.0,8.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,17,1973.0,-0.7374786809395677,0,8.0,3.0,1.0,0.0,0.0
1284,37,1.0,8.0,-0.416282399491067,2.6666666666666665,0.0,0.2873689629117474,0.0,28,1973.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1285,37,1.0,10.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,26,0.0,1.747245753632221,1,6.0,3.0,5.0,1.0,0.0
1286,37,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,-0.2123636179914662,1.0,30,1390.6818181818182,1.320932586537549,1,8.0,3.0,3.0,1.0,0.0
1287,37,1.0,9.0,0.9829678606700738,2.0,1.0,0.7871015438149604,1.0,30,1976.0,1.6924224848936062,1,6.630434782608695,4.0,3.0,1.0,0.0
1288,37,1.0,7.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,24,1390.6818181818182,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1289,37,1.0,9.0,0.7929579036752421,3.6666666666666665,0.0,2.286299286524601,0.0,30,1975.0,2.8846263436889834,1,8.0,4.0,5.0,1.0,0.0
1290,37,1.0,9.0,2.192208163836383,3.0,1.0,1.786566705621388,1.0,21,1971.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1291,37,1.0,8.0,0.5798877596146376,1.6666666666666667,1.0,1.286834124718174,1.0,22,1971.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1292,37,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,24,1971.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1293,37,1.0,9.0,-0.416282399491067,2.6666666666666665,0.0,-1.7115613607011066,1.0,26,1972.0,1.747245753632221,1,6.0,3.0,5.0,1.0,0.0
1294,37,1.0,9.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,34,1970.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1295,37,0.0,6.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,10,1390.6818181818182,2.1328756608166355,1,6.630434782608695,4.0,4.0,1.0,0.0
1296,37,1.0,7.0,-0.2262724424962352,1.0,1.0,-1.2118287797978933,0.0,24,0.0,2.2018389383836072,1,8.0,3.0,5.0,1.0,0.0
1297,37,1.0,7.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,29,1971.0,0.4117462170347769,1,4.0,3.0,3.0,1.0,0.0
1298,37,1.0,8.0,1.7891280627809465,2.6666666666666665,1.0,-0.7120961988946796,1.0,31,1976.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
1299,37,0.0,3.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,15,1975.0,1.4500882555112593,1,6.630434782608695,3.0,4.0,1.0,0.0
1300,37,1.0,7.0,0.389877802619806,3.333333333333333,0.0,1.286834124718174,0.0,24,1974.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1302,37,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,29,1975.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1303,37,1.0,7.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,0.0,22,1.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
1304,37,1.0,8.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,24,1390.6818181818182,1.4500882555112593,1,6.630434782608695,3.0,4.0,1.0,0.0
1305,37,1.0,8.0,2.192208163836383,3.0,1.0,-0.2123636179914662,1.0,25,1974.0,2.4291355307593,1,9.0,3.0,5.0,1.0,0.0
1306,37,1.0,7.0,-0.416282399491067,2.6666666666666665,0.0,0.7871015438149604,0.0,18,0.0,0.6249028005821128,1,3.0,3.0,4.0,1.0,0.0
1307,37,1.0,8.0,0.9829678606700738,2.0,1.0,-0.7120961988946796,1.0,32,1974.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1308,37,0.0,1.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,20,1.0,0.12872872774217242,0,6.630434782608695,3.0,1.0,1.0,0.0
1309,37,1.0,7.0,1.196038004730679,4.0,0.0,0.7871015438149604,1.0,25,1958.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1310,37,1.0,9.0,1.3860479617255104,2.333333333333333,1.0,0.2873689629117474,1.0,25,1973.0,1.7613857624605782,1,8.0,3.0,4.0,1.0,0.0
1311,37,0.0,6.0,1.196038004730679,4.0,0.0,0.7871015438149604,1.0,28,1974.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1312,38,1.0,7.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,17,1975.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1313,38,1.0,7.0,-2.028602803712812,1.3333333333333333,0.0,-1.2118287797978933,1.0,15,0.0,-0.02870695888825214,0,4.0,3.0,2.0,1.0,0.0
1314,38,1.0,7.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,1.0,11,1518.5641025641023,0.6249028005821128,1,3.0,3.0,4.0,1.0,0.0
1315,38,0.0,6.0,-0.2262724424962352,1.0,1.0,-1.2118287797978933,0.0,18,1974.0,1.747245753632221,1,6.0,3.0,5.0,1.0,0.0
1316,38,1.0,9.0,3.401448467002692,4.0,1.0,-0.2123636179914662,1.0,19,1973.0,-0.30513213285206964,0,4.0,3.0,4.0,1.0,1.0
1317,38,1.0,7.0,-0.0132022984356304,3.0,0.0,1.786566705621388,1.0,27,1978.0,-1.2062118745193111,0,4.0,3.0,2.0,0.0,0.0
1318,38,1.0,8.0,3.401448467002692,4.0,1.0,2.7860318674278144,1.0,31,1966.0,3.1119229360646763,1,9.0,4.0,5.0,1.0,0.0
1319,38,1.0,7.0,1.196038004730679,4.0,0.0,0.7871015438149604,0.0,32,1970.0,2.2168765753902613,1,7.0,4.0,4.0,1.0,0.0
1320,38,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,-0.7120961988946796,1.0,22,1973.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
1321,38,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,22,1975.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1322,38,1.0,10.0,-2.4316829047682487,1.0,0.0,-1.2118287797978933,1.0,29,0.0,-0.696456727186974,0,3.0,3.0,1.0,1.0,0.0
1323,38,1.0,9.0,2.192208163836383,3.0,1.0,-1.7115613607011066,1.0,23,1.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1324,38,0.0,3.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,12,1518.5641025641023,-0.7548120188569962,0,1.0,1.0,5.0,1.0,0.0
1325,38,1.0,8.0,-2.4316829047682487,1.0,0.0,-0.2123636179914662,0.0,24,1968.0,1.093635994161856,1,7.0,3.0,3.0,1.0,0.0
1326,38,0.0,6.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,15,1976.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
1327,38,1.0,8.0,3.401448467002692,4.0,1.0,2.286299286524601,1.0,13,1.0,1.7481433818105176,1,3.0,4.0,5.0,1.0,0.0
1328,38,1.0,7.0,0.1768076585592011,1.3333333333333333,1.0,-0.7120961988946796,1.0,27,1977.0,1.9745423460079141,1,7.0,3.0,5.0,1.0,0.0
1329,38,1.0,7.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,29,1973.0,1.2926525688808348,1,4.0,3.0,5.0,1.0,0.0
1330,38,1.0,7.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,0.0,21,1972.0,1.534089170084885,1,7.0,3.0,4.0,1.0,0.0
